sku,field,ua_or_diff,ru_or_bad,url
1162257410,mod_name,Гастроємність GN1/1х60 емальована Hendi 890233,Гастроємність GN1/1х60 емальована Hendi 890233,https://labresta.com.ua/hastroiemnist-gn1-1kh60-emalovana-hendi-890233/
1162257410,descr_full,Гастроємність GN1/1х60 емальована Hendi 890233. Габарити 530х325х60 мм (GN1/1),Гастроємність GN1/1х60 емальована Hendi 890233. Габарити 530х325х60 мм (GN1/1),https://labresta.com.ua/hastroiemnist-gn1-1kh60-emalovana-hendi-890233/
1162377809,mod_name,Гастроємність GN1/1х40 емальована Hendi 890240,Гастроємність GN1/1х40 емальована Hendi 890240,https://labresta.com.ua/hastroiemnist-gn1-1kh40-emalovana-hendi-890240/
1162377809,descr_full,Гастроємність GN1/1х40 емальована Hendi 890240. Габарити 530х325х40 мм (GN1/1),Гастроємність GN1/1х40 емальована Hendi 890240. Габарити 530х325х40 мм (GN1/1),https://labresta.com.ua/hastroiemnist-gn1-1kh40-emalovana-hendi-890240/
1182186421,mod_name,Пароконвектомат Rational iCombi Pro 10-1/1 E (iCP10-1/1E) бойлерний,Пароконвектомат Rational iCombi Pro 10-1/1 E (iCP10-1/1E) бойлерний,https://labresta.com.ua/parokonvektomat-rational-icombi-pro-10-1-1-e-icp10-1-1e-boilernyi/
1182186421,descr_full,Пароконвектомат Rational iCombi Pro 10-1/1 E (iCP10-1/1E) бойлерний – професійний вибір для вашої кухні 🍴 Інтелектуальні функції: Інтелектуальне керування мікрокліматом із точним до відсотка вимірюван,Пароконвектомат Rational iCombi Pro 10-1/1 E (iCP10-1/1E) бойлерний – професійний вибір для вашої кухні 🍴 Інтелектуальні функції: Інтелектуальне керування мікрокліматом із точним до відсотка вимірюван,https://labresta.com.ua/parokonvektomat-rational-icombi-pro-10-1-1-e-icp10-1-1e-boilernyi/
1980670921,mod_name,Пароконвектомат Rational SCC 201E бойлерний,Пароконвектомат Rational SCC 201E бойлерний,https://labresta.com.ua/parokonvektomat-rational-scc-201e-boilernyi/
1980670921,descr_full,"Пароконвектомат Rational SCC 201E бойлерний – інноваційний рішення для професійних кухонь Пароконвектомат Rational SCC 201E — це високоякісне обладнання для ресторанних і гастрономічних підприємств, я","Пароконвектомат Rational SCC 201E бойлерний – інноваційний рішення для професійних кухонь Пароконвектомат Rational SCC 201E — це високоякісне обладнання для ресторанних і гастрономічних підприємств, я",https://labresta.com.ua/parokonvektomat-rational-scc-201e-boilernyi/
1129295991,mod_name,Пароконвекційна піч Unox XB1083 на 16 рівнів (під візок),Пароконвекційна піч Unox XB1083 на 16 рівнів (під візок),https://labresta.com.ua/parokonvektsiina-pich-unox-xb1083-na-16-rivniv-pid-vizok/
1129295991,descr_full,"Пароконвекційна піч Unox XB1083 – найкращий вибір для вашого бізнесу 🍴 Пароконвекційна піч Unox XB1083 на 16 рівнів (під візок) – це професійне обладнання для кулінарного мистецтва, яке допоможе вивес","Пароконвекційна піч Unox XB1083 – найкращий вибір для вашого бізнесу 🍴 Пароконвекційна піч Unox XB1083 на 16 рівнів (під візок) – це професійне обладнання для кулінарного мистецтва, яке допоможе вивес",https://labresta.com.ua/parokonvektsiina-pich-unox-xb1083-na-16-rivniv-pid-vizok/
422433108,name,Пароконвектомат Angelo Po BX61E,Пароконвектомат Angelo Po BX61E,https://labresta.com.ua/parokonvektomat-angelo-po-bx61e/
422433108,mod_name,Пароконвектомат Angelo Po BX61E,Пароконвектомат Angelo Po BX61E,https://labresta.com.ua/parokonvektomat-angelo-po-bx61e/
422433108,descr_full,"Пароконвектомат Angelo Po BX61E – професійне рішення для вашого бізнесу 🍴 Пароконвектомат Angelo Po BX61E – це сучасний кухонний апарат, який стане незамінним помічником у ресторанному, готельному чи ","Пароконвектомат Angelo Po BX61E – професійне рішення для вашого бізнесу 🍴 Пароконвектомат Angelo Po BX61E – це сучасний кухонний апарат, який стане незамінним помічником у ресторанному, готельному чи ",https://labresta.com.ua/parokonvektomat-angelo-po-bx61e/
422433110,name,Пароконвектомат Angelo Po FX101E3,Пароконвектомат Angelo Po FX101E3,https://labresta.com.ua/parokonvektomat-angelo-po-fx101e3/
422433110,mod_name,Пароконвектомат Angelo Po FX101E3,Пароконвектомат Angelo Po FX101E3,https://labresta.com.ua/parokonvektomat-angelo-po-fx101e3/
422433110,descr_full,"Пароконвектомат Angelo Po FX101E3 – професійне рішення для вашої кухні 🍴 Пароконвектомат Angelo Po FX101E3 – це еталон сучасного кухонного обладнання, яке забезпечує високу продуктивність, точність і ","Пароконвектомат Angelo Po FX101E3 – професійне рішення для вашої кухні 🍴 Пароконвектомат Angelo Po FX101E3 – це еталон сучасного кухонного обладнання, яке забезпечує високу продуктивність, точність і ",https://labresta.com.ua/parokonvektomat-angelo-po-fx101e3/
422433111,name,Пароконвектомат Angelo Po FX101G2 газ,Пароконвектомат Angelo Po FX101G2 газ,https://labresta.com.ua/parokonvektomat-angelo-po-fx101g2-haz/
422433111,mod_name,Пароконвектомат Angelo Po FX101G2 газ,Пароконвектомат Angelo Po FX101G2 газ,https://labresta.com.ua/parokonvektomat-angelo-po-fx101g2-haz/
422433111,descr_full,"Пароконвектомат Angelo Po FX101G2 газ: інноваційний підхід до приготування їжі в комерційній кухні Пароконвектомат Angelo Po FX101G2 на газу — це надсучасне обладнання, яке забезпечує ефективність, то","Пароконвектомат Angelo Po FX101G2 газ: інноваційний підхід до приготування їжі в комерційній кухні Пароконвектомат Angelo Po FX101G2 на газу — це надсучасне обладнання, яке забезпечує ефективність, то",https://labresta.com.ua/parokonvektomat-angelo-po-fx101g2-haz/
463338525,mod_name,Піч конвекційна Tecnodom FEM03NEPSV,Піч конвекційна Tecnodom FEM03NEPSV,https://labresta.com.ua/pich-konvektsiina-tecnodom-fem03nepsv/
463338525,descr_full,"Конвекційна піч Tecnodom FEM03NEPSV: ідеальне рішення для професійної кухні 🍕🥐🍗 Шукаєте універсальне, надійне та ефективне обладнання для професійної кухні? Конвекційна піч Tecnodom FEM03NEPSV стане в","Конвекційна піч Tecnodom FEM03NEPSV: ідеальне рішення для професійної кухні 🍕🥐🍗 Шукаєте універсальне, надійне та ефективне обладнання для професійної кухні? Конвекційна піч Tecnodom FEM03NEPSV стане в",https://labresta.com.ua/pich-konvektsiina-tecnodom-fem03nepsv/
906749402,name,Пароконвектомат Angelo Po FX61E3,Пароконвектомат Angelo Po FX61E3,https://labresta.com.ua/parokonvektomat-angelo-po-fx61e3/
906749402,mod_name,Пароконвектомат Angelo Po FX61E3,Пароконвектомат Angelo Po FX61E3,https://labresta.com.ua/parokonvektomat-angelo-po-fx61e3/
906749402,descr_full,"Пароконвектомат Angelo Po FX61E3 – ідеальний вибір для вашої кухні 🍽️ Пароконвектомат Angelo Po FX61E3 — це високоякісне кухонне обладнання, яке дозволяє здійснювати різноманітні кулінарні процеси з м","Пароконвектомат Angelo Po FX61E3 – ідеальний вибір для вашої кухні 🍽️ Пароконвектомат Angelo Po FX61E3 — це високоякісне кухонне обладнання, яке дозволяє здійснювати різноманітні кулінарні процеси з м",https://labresta.com.ua/parokonvektomat-angelo-po-fx61e3/
923434561,mod_name,Пароконвектомат Unox XECC1013EPRM лінія PLUS,Пароконвектомат Unox XECC1013EPRM лінія PLUS,https://labresta.com.ua/parokonvektomat-unox-xecc1013eprm-liniia-plus/
923434561,descr_full,"Пароконвектомат UNOX XECC1013EPRM лінія PLUS: професійне рішення для вашого бізнесу 🍽️ Пароконвектомат UNOX XECC1013EPRM лінія PLUS — це інноваційне обладнання для професійної кухні, яке поєднує в соб","Пароконвектомат UNOX XECC1013EPRM лінія PLUS: професійне рішення для вашого бізнесу 🍽️ Пароконвектомат UNOX XECC1013EPRM лінія PLUS — це інноваційне обладнання для професійної кухні, яке поєднує в соб",https://labresta.com.ua/parokonvektomat-unox-xecc1013eprm-liniia-plus/
1091617043,mod_name,Піч конвекційна Tecnodom FEM03NE02V (3 рівні GN2/3),Піч конвекційна Tecnodom FEM03NE02V (3 рівні GN2/3),https://labresta.com.ua/pich-konvektsiina-tecnodom-fem03ne02v-3-rivni-gn2-3/
1091617043,descr_full,"Піч конвекційна Tecnodom FEM03NE02V — це надійне та ефективне рішення для професіоналів у сфері гастрономії, які шукають високопродуктивну та енергоефективну техніку для приготування страв. Завдяки ін","Піч конвекційна Tecnodom FEM03NE02V — це надійне та ефективне рішення для професіоналів у сфері гастрономії, які шукають високопродуктивну та енергоефективну техніку для приготування страв. Завдяки ін",https://labresta.com.ua/pich-konvektsiina-tecnodom-fem03ne02v-3-rivni-gn2-3/
1140497045,mod_name,Пароконвектомат Unox XEBC04EUEPRMMP 4 рівня,Пароконвектомат Unox XEBC04EUEPRMMP 4 рівня,https://labresta.com.ua/parokonvektomat-unox-xebc04eueprmmp-4-rivnia/
1140497045,descr_full,"Пароконвектомат Unox XEBC04EUEPRMMP 4 уровня: надійне обладнання для вашої кухні Пароконвектомат Unox XEBC04EUEPRMMP 4 рівня — це високоякісне і потужне професійне обладнання, яке стане незамінним пом","Пароконвектомат Unox XEBC04EUEPRMMP 4 уровня: надійне обладнання для вашої кухні Пароконвектомат Unox XEBC04EUEPRMMP 4 рівня — це високоякісне і потужне професійне обладнання, яке стане незамінним пом",https://labresta.com.ua/parokonvektomat-unox-xebc04eueprmmp-4-rivnia/
1175071709,mod_name,"Пароконвектомат UNOX XEBL16EUYPRS, лінія Plus","Пароконвектомат UNOX XEBL16EUYPRS, лінія Plus",https://labresta.com.ua/parokonvektomat-unox-xebl16euyprs-liniia-plus/
1175071709,descr_full,"Пароконвектомат UNOX XEBL16EUYPRS, лінія Plus має сучасну цифрову сенсорну панель управління з візуально зрозумілим меню. Автоматичний контроль за часом, температурою приготування, рівнем вологості та","Пароконвектомат UNOX XEBL16EUYPRS, лінія Plus має сучасну цифрову сенсорну панель управління з візуально зрозумілим меню. Автоматичний контроль за часом, температурою приготування, рівнем вологості та",https://labresta.com.ua/parokonvektomat-unox-xebl16euyprs-liniia-plus/
1175117409,mod_name,"Пароконвектомат UNOX XECC0523E1LM, лінія ONE, ліві двері","Пароконвектомат UNOX XECC0523E1LM, лінія ONE, ліві двері",https://labresta.com.ua/parokonvektomat-unox-xecc0523e1lm-liniia-one-livi-dveri/
1175117409,descr_full,"Гастрономічний пароконвектомат UNOX XECC0523E1LM, на 5 рівнів під гастроємності стандарту GN 2/3. Відкриття дверей зліва направо. Сучасна цифрова сенсорна панель управління з візуально зрозумілим меню","Гастрономічний пароконвектомат UNOX XECC0523E1LM, на 5 рівнів під гастроємності стандарту GN 2/3. Відкриття дверей зліва направо. Сучасна цифрова сенсорна панель управління з візуально зрозумілим меню",https://labresta.com.ua/parokonvektomat-unox-xecc0523e1lm-liniia-one-livi-dveri/
1362456118,mod_name,"Пароконвектомат UNOX XEVC0511E1LM/9.3, лінія ONE, ліві двері","Пароконвектомат UNOX XEVC0511E1LM/9.3, лінія ONE, ліві двері",https://labresta.com.ua/parokonvektomat-unox-xevc0511e1lm-9.3-liniia-one-livi-dveri/
1362456118,descr_full,"Пароконвектомат UNOX XEVC0511E1LM/9.3 – ваш ідеальний вибір для професійної кухні 🍴 Пароконвектомат UNOX XEVC0511E1LM/9.3 – це поєднання інноваційних технологій, надійності та універсальності, яке зад","Пароконвектомат UNOX XEVC0511E1LM/9.3 – ваш ідеальний вибір для професійної кухні 🍴 Пароконвектомат UNOX XEVC0511E1LM/9.3 – це поєднання інноваційних технологій, надійності та універсальності, яке зад",https://labresta.com.ua/parokonvektomat-unox-xevc0511e1lm-9.3-liniia-one-livi-dveri/
1861648653,mod_name,Пароконвектомат Unox XV1093 Cheflux на 20 рівнів (під візок),Пароконвектомат Unox XV1093 Cheflux на 20 рівнів (під візок),https://labresta.com.ua/parokonvektomat-unox-xv1093-cheflux-na-20-rivniv-pid-vizok/
1861648653,descr_full,"Пароконвектомат Unox XV1093 Cheflux – професійне рішення для ідеальної кулінарії 🍽️🔥 Пароконвектомат Unox XV1093 Cheflux – це сучасний кухонний апарат, який забезпечує високу ефективність, універсальн","Пароконвектомат Unox XV1093 Cheflux – професійне рішення для ідеальної кулінарії 🍽️🔥 Пароконвектомат Unox XV1093 Cheflux – це сучасний кухонний апарат, який забезпечує високу ефективність, універсальн",https://labresta.com.ua/parokonvektomat-unox-xv1093-cheflux-na-20-rivniv-pid-vizok/
2043130562,mod_name,Піч конвекційна Frosty EN-30A,Піч конвекційна Frosty EN-30A,https://labresta.com.ua/pich-konvektsiina-frosty-en-30a/
2043130562,descr_full,"Піч конвекційна Frosty EN-30A: ідеальне рішення для професійної кухні 🍕🥐 Піч конвекційна Frosty EN-30A – це надійний і потужний пристрій, розроблений для задоволення потреб сучасного ресторанного бізн","Піч конвекційна Frosty EN-30A: ідеальне рішення для професійної кухні 🍕🥐 Піч конвекційна Frosty EN-30A – це надійний і потужний пристрій, розроблений для задоволення потреб сучасного ресторанного бізн",https://labresta.com.ua/pich-konvektsiina-frosty-en-30a/
2054628361,name,Моноблок SGM012P Gooder,Моноблок SGM012P Gooder,https://labresta.com.ua/monoblok-sgm012p-gooder/
2054628361,mod_name,Моноблок SGM012P Gooder,Моноблок SGM012P Gooder,https://labresta.com.ua/monoblok-sgm012p-gooder/
2054628361,descr_full,Середньотемпературний моноблок Gooder SGM012P служить для підтримки заданої температури в холодильній камері. Технічні характеристики: Вага: 47 кг; Вага в упаковці: 66 кг; Напруга: 230 W; Об'єм холоди,Середньотемпературний моноблок Gooder SGM012P служить для підтримки заданої температури в холодильній камері. Технічні характеристики: Вага: 47 кг; Вага в упаковці: 66 кг; Напруга: 230 W; Об'єм холоди,https://labresta.com.ua/monoblok-sgm012p-gooder/
2054619239,name,Моноблок SGM008P Gooder,Моноблок SGM008P Gooder,https://labresta.com.ua/monoblok-sgm008p-gooder/
2054619239,mod_name,Моноблок SGM008P Gooder,Моноблок SGM008P Gooder,https://labresta.com.ua/monoblok-sgm008p-gooder/
2054619239,descr_full,Середньотемпературний моноблок Gooder SGM008P служить для підтримки заданої температури в холодильній камері. Технічні характеристики: Вага: 46 кг; Вага в упаковці: 66 кг; Напруга: 230 W; Об'єм холоди,Середньотемпературний моноблок Gooder SGM008P служить для підтримки заданої температури в холодильній камері. Технічні характеристики: Вага: 46 кг; Вага в упаковці: 66 кг; Напруга: 230 W; Об'єм холоди,https://labresta.com.ua/monoblok-sgm008p-gooder/
2316483752,mod_name,Моноблок морозильний Gooder SGL017P,Моноблок морозильний Gooder SGL017P,https://labresta.com.ua/monoblok-morozylnyi-gooder-sgl017p/
2316483752,descr_full,Моноблок морозильний Gooder SGL017P - це високоефективне рішення для зберігання продуктів при температурному режимі від -15 до -25 градусів Цельсія. Цей моноблок ідеально підходить для використання в ,Моноблок морозильний Gooder SGL017P - це високоефективне рішення для зберігання продуктів при температурному режимі від -15 до -25 градусів Цельсія. Цей моноблок ідеально підходить для використання в ,https://labresta.com.ua/monoblok-morozylnyi-gooder-sgl017p/
2316502124,mod_name,Моноблок холодильний Gooder SGM020P,Моноблок холодильний Gooder SGM020P,https://labresta.com.ua/monoblok-kholodylnyi-gooder-sgm020p/
2316502124,descr_full,Моноблок холодильний Gooder SGM020P - це високоефективне рішення для зберігання продуктів при температурному режимі від -5 до + 5 градусів Цельсія. Цей моноблок ідеально підходить для використання в с,Моноблок холодильний Gooder SGM020P - це високоефективне рішення для зберігання продуктів при температурному режимі від -5 до + 5 градусів Цельсія. Цей моноблок ідеально підходить для використання в с,https://labresta.com.ua/monoblok-kholodylnyi-gooder-sgm020p/
2043433914,mod_name,Апарат (шафа) шокового заморожування Frosty BCF40,Апарат (шафа) шокового заморожування Frosty BCF40,https://labresta.com.ua/aparat-shafa-shokovoho-zamorozhuvannia-frosty-bcf40/
2043433914,descr_full,"Апарат шокової заморожування використовується для охолодження та подальшого заморожування ягід, овочів, виробів із тіста (пельмені, вареники, равіолі) та інших напівфабрикатів. Місткість 10хGN 1/1 або","Апарат шокової заморожування використовується для охолодження та подальшого заморожування ягід, овочів, виробів із тіста (пельмені, вареники, равіолі) та інших напівфабрикатів. Місткість 10хGN 1/1 або",https://labresta.com.ua/aparat-shafa-shokovoho-zamorozhuvannia-frosty-bcf40/
2043435326,mod_name,Апарат (шафа) шокового заморожування Frosty BCF60,Апарат (шафа) шокового заморожування Frosty BCF60,https://labresta.com.ua/aparat-shafa-shokovoho-zamorozhuvannia-frosty-bcf60/
2043435326,descr_full,"Апарат шокової заморожування використовується для охолодження та подальшого заморожування ягід, овочів, виробів із тіста (пельмені, вареники, равіолі) та інших напівфабрикатів. Місткість 13хGN 1/1 або","Апарат шокової заморожування використовується для охолодження та подальшого заморожування ягід, овочів, виробів із тіста (пельмені, вареники, равіолі) та інших напівфабрикатів. Місткість 13хGN 1/1 або",https://labresta.com.ua/aparat-shafa-shokovoho-zamorozhuvannia-frosty-bcf60/
2226832251,mod_name,Апарат шокової заморозки GEMM BCB05,Апарат шокової заморозки GEMM BCB05,https://labresta.com.ua/aparat-shokovoi-zamorozky-gemm-bcb05/
2226832251,descr_full,Апарат шокової заморозки GEMM BCB05 NC - це чудовий спосіб зберегти продукцію в первісному вигляді на довгий термін. Завдяки інтенсивному заморожуванню продуктів за короткий час вдається зберегти смак,Апарат шокової заморозки GEMM BCB05 NC - це чудовий спосіб зберегти продукцію в первісному вигляді на довгий термін. Завдяки інтенсивному заморожуванню продуктів за короткий час вдається зберегти смак,https://labresta.com.ua/aparat-shokovoi-zamorozky-gemm-bcb05/
2226833939,mod_name,Апарат шокової заморозки GEMM BCB10,Апарат шокової заморозки GEMM BCB10,https://labresta.com.ua/aparat-shokovoi-zamorozky-gemm-bcb10/
2226833939,descr_full,Апарат шокової заморозки GEMM BCB10 NC - це чудовий спосіб зберегти продукцію в первісному вигляді на довгий термін. Завдяки інтенсивному заморожуванню продуктів за короткий час вдається зберегти смак,Апарат шокової заморозки GEMM BCB10 NC - це чудовий спосіб зберегти продукцію в первісному вигляді на довгий термін. Завдяки інтенсивному заморожуванню продуктів за короткий час вдається зберегти смак,https://labresta.com.ua/aparat-shokovoi-zamorozky-gemm-bcb10/
2226835773,mod_name,Апарат шокової заморозки GEMM BCE05,Апарат шокової заморозки GEMM BCE05,https://labresta.com.ua/aparat-shokovoi-zamorozky-gemm-bce05/
2226835773,descr_full,Апарат шокової заморозки GEMM BCE05 - це чудовий спосіб зберегти продукцію в первісному вигляді на довгий термін. Завдяки інтенсивному заморожуванню продуктів за короткий час вдається зберегти смак і ,Апарат шокової заморозки GEMM BCE05 - це чудовий спосіб зберегти продукцію в первісному вигляді на довгий термін. Завдяки інтенсивному заморожуванню продуктів за короткий час вдається зберегти смак і ,https://labresta.com.ua/aparat-shokovoi-zamorozky-gemm-bce05/
2494076512,mod_name,Апарат шокової заморозки GEMM BCB15 R290,Апарат шокової заморозки GEMM BCB15 R290,https://labresta.com.ua/aparat-shokovoi-zamorozky-gemm-bcb15-r290/
2494076512,descr_full,"Шафа шокової заморозки GEMM BCB15 R290 - це професійний шокер для заморозки продуктів харчування, м'яса, ягід, заготовок, тіста, риби, іншого. Технічні характеристики: Місткість 15х GN1/1 або 600х400,","Шафа шокової заморозки GEMM BCB15 R290 - це професійний шокер для заморозки продуктів харчування, м'яса, ягід, заготовок, тіста, риби, іншого. Технічні характеристики: Місткість 15х GN1/1 або 600х400,",https://labresta.com.ua/aparat-shokovoi-zamorozky-gemm-bcb15-r290/
2545794952,mod_name,Апарат шокової заморозки GEMM BCB10E,Апарат шокової заморозки GEMM BCB10E,https://labresta.com.ua/aparat-shokovoi-zamorozky-gemm-bcb10e/
2545794952,descr_full,"Апарат шокової заморозки GEMM BCB10E - це професійний шокер для заморозки продуктів харчування, м'яса, ягід, заготовок, тіста, риби, іншого. Технічні характеристики: Місткість 10х GN1/1 або 600х400 Пр","Апарат шокової заморозки GEMM BCB10E - це професійний шокер для заморозки продуктів харчування, м'яса, ягід, заготовок, тіста, риби, іншого. Технічні характеристики: Місткість 10х GN1/1 або 600х400 Пр",https://labresta.com.ua/aparat-shokovoi-zamorozky-gemm-bcb10e/
1090623546,mod_name,Апарат (шаф) шокового заморожування Tecnodom ATT10 на 10 рівнів,Апарат (шаф) шокового заморожування Tecnodom ATT10 на 10 рівнів,https://labresta.com.ua/aparat-shaf-shokovoho-zamorozhuvannia-tecnodom-att10-na-10-rivniv/
1090623546,descr_full,"Апарат шокової заморожування використовується для охолодження та подальшого заморожування ягід, овочів, виробів із тіста (пельмені, вареники, равіолі) та інших напівфабрикатів. Технічні характеристики","Апарат шокової заморожування використовується для охолодження та подальшого заморожування ягід, овочів, виробів із тіста (пельмені, вареники, равіолі) та інших напівфабрикатів. Технічні характеристики",https://labresta.com.ua/aparat-shaf-shokovoho-zamorozhuvannia-tecnodom-att10-na-10-rivniv/
1861616417,mod_name,Апарат шокової заморозки GEMM BCB15,Апарат шокової заморозки GEMM BCB15,https://labresta.com.ua/aparat-shokovoi-zamorozky-gemm-bcb15/
1861616417,descr_full,"Шафа шокової заморозки GEMM BCB15 для шокового охолодження та заморозки, в який міститься 15 стандартних гастроємностей GN 1/1 або пекарських листів 600х400 мм, дозволяє якісно охолоджувати і заморожу","Шафа шокової заморозки GEMM BCB15 для шокового охолодження та заморозки, в який міститься 15 стандартних гастроємностей GN 1/1 або пекарських листів 600х400 мм, дозволяє якісно охолоджувати і заморожу",https://labresta.com.ua/aparat-shokovoi-zamorozky-gemm-bcb15/
2237341591,mod_name,Стіл холодильний Cooleq PZ2600TN,Стіл холодильний Cooleq PZ2600TN,https://labresta.com.ua/stil-kholodylnyi-cooleq-pz2600tn/
2237341591,descr_full,Стіл холодильний для піци COOLEQ PZ2600TN виконаний із нержавіючої сталі. У стіл вбудовано холодильну шафу зі штучним охолодженням внутрішнього об'єму. Стільниця виконана з граніту. Технічні характери,Стіл холодильний для піци COOLEQ PZ2600TN виконаний із нержавіючої сталі. У стіл вбудовано холодильну шафу зі штучним охолодженням внутрішнього об'єму. Стільниця виконана з граніту. Технічні характери,https://labresta.com.ua/stil-kholodylnyi-cooleq-pz2600tn/
924748004,mod_name,Стіл FROSTY PS900GT для піци,Стіл FROSTY PS900GT для піци,https://labresta.com.ua/stil-frosty-ps900gt-dlia-pitsy/
924748004,descr_full,"Стіл холодильний для піци. Холодильна вітрина під склом. Усередині столу зберігаються тестові заготовки та проходять процес ферментації, на гранітній стільниці готують крат і укладають начинку, а в ох","Стіл холодильний для піци. Холодильна вітрина під склом. Усередині столу зберігаються тестові заготовки та проходять процес ферментації, на гранітній стільниці готують крат і укладають начинку, а в ох",https://labresta.com.ua/stil-frosty-ps900gt-dlia-pitsy/
924754635,mod_name,Стіл холодильний FROSTY PS903GT для піци,Стіл холодильний FROSTY PS903GT для піци,https://labresta.com.ua/stil-kholodylnyi-frosty-ps903gt-dlia-pitsy/
924754635,descr_full,"Стіл холодильний FROSTY PS903GT для піци з охолоджуваною коміркою для гастроємкостей. Усередині столу зберігаються тестові заготовки та проходять процес ферментації, на гранітній стільниці готують кра","Стіл холодильний FROSTY PS903GT для піци з охолоджуваною коміркою для гастроємкостей. Усередині столу зберігаються тестові заготовки та проходять процес ферментації, на гранітній стільниці готують кра",https://labresta.com.ua/stil-kholodylnyi-frosty-ps903gt-dlia-pitsy/
1069132413,mod_name,Стіл холодильний для піци COOLEQ PZ 2600TN-VRX380,Стіл холодильний для піци COOLEQ PZ 2600TN-VRX380,https://labresta.com.ua/stil-kholodylnyi-dlia-pitsy-cooleq-pz-2600tn-vrx380/
1069132413,descr_full,Стіл холодильний для піци COOLEQ PZ 2600TN-VRX 1500/380 дводверна з вітриною-наставкою. Дводверна 2 полиці-решітки GN 1/1 з напрямними Охолоджувана вітрина для інгредієнтів (з прямим склом) Місткість ,Стіл холодильний для піци COOLEQ PZ 2600TN-VRX 1500/380 дводверна з вітриною-наставкою. Дводверна 2 полиці-решітки GN 1/1 з напрямними Охолоджувана вітрина для інгредієнтів (з прямим склом) Місткість ,https://labresta.com.ua/stil-kholodylnyi-dlia-pitsy-cooleq-pz-2600tn-vrx380/
1069249560,mod_name,"Стіл холодильний для піци COOLEQ PS 903 (1,36 м)","Стіл холодильний для піци COOLEQ PS 903 (1,36 м)",https://labresta.com.ua/stil-kholodylnyi-dlia-pitsy-cooleq-ps-903-136-m/
1069249560,descr_full,Стіл холодильний для піци COOLEQ PS 903 тридверна з гранітною стільницею. Температурний режим: +2...+8 °C Об'єм: 400 л 3 дверцята 3 полиці-решітки GN 1/1 з напрямними Охолоджуване гніздо місткістю 9 G,Стіл холодильний для піци COOLEQ PS 903 тридверна з гранітною стільницею. Температурний режим: +2...+8 °C Об'єм: 400 л 3 дверцята 3 полиці-решітки GN 1/1 з напрямними Охолоджуване гніздо місткістю 9 G,https://labresta.com.ua/stil-kholodylnyi-dlia-pitsy-cooleq-ps-903-136-m/
1071720919,mod_name,Стіл піцерійний Forcold G-PZ2600TN-FC,Стіл піцерійний Forcold G-PZ2600TN-FC,https://labresta.com.ua/stil-pitseriinyi-forcold-g-pz2600tn-fc/
1071720919,descr_full,Стіл піцерійний Forcold G-PZ2600TN-FC з гранітною стільницею. використовується разом із холодильною вітриною VRX1500-330 на 7 гастроємкостей GN1/4 (вітрина та гастроємності купуються окремо) динамічне,Стіл піцерійний Forcold G-PZ2600TN-FC з гранітною стільницею. використовується разом із холодильною вітриною VRX1500-330 на 7 гастроємкостей GN1/4 (вітрина та гастроємності купуються окремо) динамічне,https://labresta.com.ua/stil-pitseriinyi-forcold-g-pz2600tn-fc/
1072398019,mod_name,Стіл піцерійний Forcold G-PZ3600TN-FC,Стіл піцерійний Forcold G-PZ3600TN-FC,https://labresta.com.ua/stil-pitseriinyi-forcold-g-pz3600tn-fc/
1072398019,descr_full,Стіл піцерійний Forcold G-PZ3600TN-FC з гранітною стільницею. використовується разом із холодильною вітриною VRX2000-330 на 10 гастроємкостей GN1/4 (вітрина та гастроємності купуються окремо) динамічн,Стіл піцерійний Forcold G-PZ3600TN-FC з гранітною стільницею. використовується разом із холодильною вітриною VRX2000-330 на 10 гастроємкостей GN1/4 (вітрина та гастроємності купуються окремо) динамічн,https://labresta.com.ua/stil-pitseriinyi-forcold-g-pz3600tn-fc/
1082464987,mod_name,Стіл для піци HURAKAN HKN-GXPZ2GR гранітна стільниця,Стіл для піци HURAKAN HKN-GXPZ2GR гранітна стільниця,https://labresta.com.ua/stil-dlia-pitsy-hurakan-hkn-gxpz2gr-hranitna-stilnytsia/
1082464987,descr_full,Стіл холодильний для піци HURAKAN HKN-GXPZ2GR дводверний. Технічні характеристики: Внутрішній об'єм: 363 л. Температурний режим: +2/+8 °С Матеріал корпусу: нержавіюча сталь Матеріал столешні: граніт. ,Стіл холодильний для піци HURAKAN HKN-GXPZ2GR дводверний. Технічні характеристики: Внутрішній об'єм: 363 л. Температурний режим: +2/+8 °С Матеріал корпусу: нержавіюча сталь Матеріал столешні: граніт. ,https://labresta.com.ua/stil-dlia-pitsy-hurakan-hkn-gxpz2gr-hranitna-stilnytsia/
1089820485,mod_name,Стіл холодильний FROSTY PS900 для піци,Стіл холодильний FROSTY PS900 для піци,https://labresta.com.ua/stil-kholodylnyi-frosty-ps900-dlia-pitsy/
1089820485,descr_full,"Стіл для піци багатофункціональний. Усередині столу зберігаються тестові заготовки та проходять процес ферментації, на гранітній стільниці готують крат і укладають начинку, а в охолоджуваній вітрині з","Стіл для піци багатофункціональний. Усередині столу зберігаються тестові заготовки та проходять процес ферментації, на гранітній стільниці готують крат і укладають начинку, а в охолоджуваній вітрині з",https://labresta.com.ua/stil-kholodylnyi-frosty-ps900-dlia-pitsy/
1089824330,mod_name,Стіл для піци FROSTY PS903 холодильний,Стіл для піци FROSTY PS903 холодильний,https://labresta.com.ua/stil-dlia-pitsy-frosty-ps903-kholodylnyi/
